Type;Registry Designator;Item Designator;Ver;Reference Name;Description;Standard(s);;Deprecated
Nrm;Normative;Normative;Nrm;Normative;Normative;Normative;Notes;Nrm
Node or Leaf;Note: Byte 8 is the version number of the registry at the point of Label registration;;;;;(where applicable);;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.00.00;01;MXF OP2b PlaylistItems GangedPackages;Identifiers for MXF: OP2b, PlaylistItems GangedPackages;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.01.00;01;MXF OP2b PlaylistItems GangedPackages UniTrack Stream Internal NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.01.10;01;MXF OP2b PlaylistItems GangedPackages UniTrack Stream Internal MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.03.00;01;MXF OP2b PlaylistItems GangedPackages UniTrack Stream External NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.03.10;01;MXF OP2b PlaylistItems GangedPackages UniTrack Stream External MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, Stream, External and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.05.00;01;MXF OP2b PlaylistItems GangedPackages UniTrack NonStream Internal NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.05.10;01;MXF OP2b PlaylistItems GangedPackages UniTrack NonStream Internal MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.07.00;01;MXF OP2b PlaylistItems GangedPackages UniTrack NonStream External NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.07.10;01;MXF OP2b PlaylistItems GangedPackages UniTrack NonStream External MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with UniTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.09.00;01;MXF OP2b PlaylistItems GangedPackages MultiTrack Stream Internal NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.09.10;01;MXF OP2b PlaylistItems GangedPackages MultiTrack Stream Internal MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0B.00;01;MXF OP2b PlaylistItems GangedPackages MultiTrack Stream External NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0B.10;01;MXF OP2b PlaylistItems GangedPackages MultiTrack Stream External MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, Stream, External and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0D.00;01;MXF OP2b PlaylistItems GangedPackages MultiTrack NonStream Internal NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0D.10;01;MXF OP2b PlaylistItems GangedPackages MultiTrack NonStream Internal MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0F.00;01;MXF OP2b PlaylistItems GangedPackages MultiTrack NonStream External NoProcessing;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 393;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.02.0F.10;01;MXF OP2b PlaylistItems GangedPackages MultiTrack NonStream External MayProcess;Identifier for MXF OP2b PlaylistItems, GangedPackages, with MultiTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 393;;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.00.00;01;MXF OP2c PlaylistItems AlternatePackages;Identifiers for MXF: OP2c, PlaylistItems AlternatePackages;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.01.00;01;MXF OP2c PlaylistItems AlternatePackages UniTrack Stream Internal NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.01.10;01;MXF OP2c PlaylistItems AlternatePackages UniTrack Stream Internal MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.03.00;01;MXF OP2c PlaylistItems AlternatePackages UniTrack Stream External NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.03.10;01;MXF OP2c PlaylistItems AlternatePackages UniTrack Stream External MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, Stream, External and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.05.00;01;MXF OP2c PlaylistItems AlternatePackages UniTrack NonStream Internal NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.05.10;01;MXF OP2c PlaylistItems AlternatePackages UniTrack NonStream Internal MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.07.00;01;MXF OP2c PlaylistItems AlternatePackages UniTrack NonStream External NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.07.10;01;MXF OP2c PlaylistItems AlternatePackages UniTrack NonStream External MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with UniTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.09.00;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack Stream Internal NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.09.10;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack Stream Internal MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0B.00;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack Stream External NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0B.10;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack Stream External MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, Stream, External and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0D.00;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack NonStream Internal NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0D.10;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack NonStream Internal MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0F.00;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack NonStream External NoProcessing;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.02.03.0F.10;01;MXF OP2c PlaylistItems AlternatePackages MultiTrack NonStream External MayProcess;Identifier for MXF OP2c PlaylistItems, AlternatePackages, with MultiTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 408;;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.00.00.00;01;MXF OP3x EditItems AnyPackage;Identifiers for MXF: OP3x, EditItems AnyPackage;;;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.00.00;01;MXF OP3a EditItems SinglePackage;Identifiers for MXF: OP3a, EditItems SinglePackage;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.01.00;01;MXF OP3a EditItems SinglePackage UniTrack Stream Internal NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.01.10;01;MXF OP3a EditItems SinglePackage UniTrack Stream Internal MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.03.00;01;MXF OP3a EditItems SinglePackage UniTrack Stream External NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.03.10;01;MXF OP3a EditItems SinglePackage UniTrack Stream External MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, Stream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.05.00;01;MXF OP3a EditItems SinglePackage UniTrack NonStream Internal NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.05.10;01;MXF OP3a EditItems SinglePackage UniTrack NonStream Internal MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.07.00;01;MXF OP3a EditItems SinglePackage UniTrack NonStream External NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.07.10;01;MXF OP3a EditItems SinglePackage UniTrack NonStream External MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with UniTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.09.00;01;MXF OP3a EditItems SinglePackage MultiTrack Stream Internal NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.09.10;01;MXF OP3a EditItems SinglePackage MultiTrack Stream Internal MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0B.00;01;MXF OP3a EditItems SinglePackage MultiTrack Stream External NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0B.10;01;MXF OP3a EditItems SinglePackage MultiTrack Stream External MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, Stream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0D.00;01;MXF OP3a EditItems SinglePackage MultiTrack NonStream Internal NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0D.10;01;MXF OP3a EditItems SinglePackage MultiTrack NonStream Internal MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0F.00;01;MXF OP3a EditItems SinglePackage MultiTrack NonStream External NoProcessing;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.01.0F.10;01;MXF OP3a EditItems SinglePackage MultiTrack NonStream External MayProcess;Identifier for MXF OP3a EditItems, SinglePackage, with MultiTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 407;;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.00.00;01;MXF OP3b EditItems GangedPackages;Identifiers for MXF: OP3b, EditItems GangedPackages;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.01.00;01;MXF OP3b EditItems GangedPackages UniTrack Stream Internal NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.01.10;01;MXF OP3b EditItems GangedPackages UniTrack Stream Internal MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.03.00;01;MXF OP3b EditItems GangedPackages UniTrack Stream External NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.03.10;01;MXF OP3b EditItems GangedPackages UniTrack Stream External MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, Stream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.05.00;01;MXF OP3b EditItems GangedPackages UniTrack NonStream Internal NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.05.10;01;MXF OP3b EditItems GangedPackages UniTrack NonStream Internal MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.07.00;01;MXF OP3b EditItems GangedPackages UniTrack NonStream External NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.07.10;01;MXF OP3b EditItems GangedPackages UniTrack NonStream External MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with UniTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.09.00;01;MXF OP3b EditItems GangedPackages MultiTrack Stream Internal NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.09.10;01;MXF OP3b EditItems GangedPackages MultiTrack Stream Internal MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0B.00;01;MXF OP3b EditItems GangedPackages MultiTrack Stream External NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0B.10;01;MXF OP3b EditItems GangedPackages MultiTrack Stream External MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, Stream, External and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0D.00;01;MXF OP3b EditItems GangedPackages MultiTrack NonStream Internal NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0D.10;01;MXF OP3b EditItems GangedPackages MultiTrack NonStream Internal MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0F.00;01;MXF OP3b EditItems GangedPackages MultiTrack NonStream External NoProcessing;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 407;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.02.0F.10;01;MXF OP3b EditItems GangedPackages MultiTrack NonStream External MayProcess;Identifier for MXF OP3b EditItems, GangedPackages, with MultiTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 407;;
Node;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.00.00;01;MXF OP3c EditItems AlternatePackages;Identifiers for MXF: OP3c, EditItems AlternatePackages;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.01.00;01;MXF OP3c EditItems AlternatePackages UniTrack Stream Internal NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.01.10;01;MXF OP3c EditItems AlternatePackages UniTrack Stream Internal MayProcess;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.03.00;01;MXF OP3c EditItems AlternatePackages UniTrack Stream External NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.03.10;01;MXF OP3c EditItems AlternatePackages UniTrack Stream External MayProcess;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, Stream, External and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.05.00;01;MXF OP3c EditItems AlternatePackages UniTrack NonStream Internal NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, NonStream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.05.10;01;MXF OP3c EditItems AlternatePackages UniTrack NonStream Internal MayProcess;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, NonStream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.07.00;01;MXF OP3c EditItems AlternatePackages UniTrack NonStream External NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, NonStream, External and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.07.10;01;MXF OP3c EditItems AlternatePackages UniTrack NonStream External MayProcess;Identifier for MXF OP3c EditItems, AlternatePackages, with UniTrack, NonStream, External and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.09.00;01;MXF OP3c EditItems AlternatePackages MultiTrack Stream Internal NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with MultiTrack, Stream, Internal and NoProcessing essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.09.10;01;MXF OP3c EditItems AlternatePackages MultiTrack Stream Internal MayProcess;Identifier for MXF OP3c EditItems, AlternatePackages, with MultiTrack, Stream, Internal and MayProcess essence constraints;SMPTE ST 408;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.02.01.03.03.0B.00;01;MXF OP3c EditItems AlternatePackages MultiTrack Stream External NoProcessing;Identifier for MXF OP3c EditItems, AlternatePackages, with MultiTrack, Stream, External and NoProcessing essence constraints;SMPTE ST 408;;
